date,state,total
26/3/2022,Johor,88
27/3/2022,Johor,184
28/3/2022,Johor,153
29/3/2022,Johor,161
30/3/2022,Johor,187
31/3/2022,Johor,119
1/4/2022,Johor,62
2/4/2022,Johor,88
3/4/2022,Johor,22
4/4/2022,Johor,42
5/4/2022,Johor,70
6/4/2022,Johor,81
7/4/2022,Johor,62
8/4/2022,Johor,59
9/4/2022,Johor,41
10/4/2022,Johor,189
11/4/2022,Johor,111
12/4/2022,Johor,114
13/4/2022,Johor,132
14/4/2022,Johor,123
15/4/2022,Johor,136
16/4/2022,Johor,84
17/4/2022,Johor,117
18/4/2022,Johor,128
19/4/2022,Johor,85
20/4/2022,Johor,108
21/4/2022,Johor,91
22/4/2022,Johor,94
23/4/2022,Johor,106
24/4/2022,Johor,158
25/4/2022,Johor,76
26/4/2022,Johor,78
27/4/2022,Johor,70
28/4/2022,Johor,132
29/4/2022,Johor,90
30/4/2022,Johor,104
1/5/2022,Johor,1
2/5/2022,Johor,0
3/5/2022,Johor,3
4/5/2022,Johor,7
5/5/2022,Johor,12
6/5/2022,Johor,18
7/5/2022,Johor,59
8/5/2022,Johor,56
9/5/2022,Johor,39
10/5/2022,Johor,66
11/5/2022,Johor,62
12/5/2022,Johor,48
13/5/2022,Johor,60
14/5/2022,Johor,39
15/5/2022,Johor,98
16/5/2022,Johor,163
17/5/2022,Johor,170
18/5/2022,Johor,104
19/5/2022,Johor,150
20/5/2022,Johor,37
21/5/2022,Johor,36
22/5/2022,Johor,144
23/5/2022,Johor,292
24/5/2022,Johor,134
25/5/2022,Johor,153
26/5/2022,Johor,51
27/5/2022,Johor,116
28/5/2022,Johor,94
29/5/2022,Johor,66
30/5/2022,Johor,183
31/5/2022,Johor,179
1/6/2022,Johor,67
2/6/2022,Johor,108
3/6/2022,Johor,24
4/6/2022,Johor,79
5/6/2022,Johor,41
6/6/2022,Johor,207
7/6/2022,Johor,139
8/6/2022,Johor,168
9/6/2022,Johor,70
10/6/2022,Johor,48
11/6/2022,Johor,160
12/6/2022,Johor,179
13/6/2022,Johor,267
14/6/2022,Johor,140
15/6/2022,Johor,184
16/6/2022,Johor,50
17/6/2022,Johor,16
18/6/2022,Johor,46
19/6/2022,Johor,65
20/6/2022,Johor,166
21/6/2022,Johor,120
22/6/2022,Johor,157
23/6/2022,Johor,49
24/6/2022,Johor,24
25/6/2022,Johor,59
26/6/2022,Johor,104
27/6/2022,Johor,213
28/6/2022,Johor,58
29/6/2022,Johor,132
30/6/2022,Johor,100
1/7/2022,Johor,52
2/7/2022,Johor,40
3/7/2022,Johor,206
4/7/2022,Johor,156
5/7/2022,Johor,83
6/7/2022,Johor,128
7/7/2022,Johor,122
8/7/2022,Johor,84
9/7/2022,Johor,40
10/7/2022,Johor,2
11/7/2022,Johor,100
12/7/2022,Johor,65
13/7/2022,Johor,207
14/7/2022,Johor,123
15/7/2022,Johor,111
16/7/2022,Johor,23
17/7/2022,Johor,83
18/7/2022,Johor,179
19/7/2022,Johor,80
20/7/2022,Johor,143
21/7/2022,Johor,169
22/7/2022,Johor,215
23/7/2022,Johor,107
24/7/2022,Johor,89
25/7/2022,Johor,225
26/7/2022,Johor,220
27/7/2022,Johor,218
28/7/2022,Johor,194
29/7/2022,Johor,59
30/7/2022,Johor,133
31/7/2022,Johor,67
1/8/2022,Johor,177
2/8/2022,Johor,104
3/8/2022,Johor,129
4/8/2022,Johor,147
5/8/2022,Johor,88
6/8/2022,Johor,26
7/8/2022,Johor,103
8/8/2022,Johor,123
9/8/2022,Johor,138
10/8/2022,Johor,131
11/8/2022,Johor,128
12/8/2022,Johor,96
13/8/2022,Johor,79
14/8/2022,Johor,228
15/8/2022,Johor,246
16/8/2022,Johor,133
17/8/2022,Johor,172
18/8/2022,Johor,282
19/8/2022,Johor,149
20/8/2022,Johor,33
21/8/2022,Johor,283
22/8/2022,Johor,212
23/8/2022,Johor,181
24/8/2022,Johor,355
25/8/2022,Johor,209
26/8/2022,Johor,80
27/8/2022,Johor,82
28/8/2022,Johor,134
29/8/2022,Johor,163
30/8/2022,Johor,126
31/8/2022,Johor,85
1/9/2022,Johor,110
2/9/2022,Johor,61
3/9/2022,Johor,51
4/9/2022,Johor,129
5/9/2022,Johor,233
6/9/2022,Johor,153
7/9/2022,Johor,195
8/9/2022,Johor,161
9/9/2022,Johor,109
10/9/2022,Johor,51
11/9/2022,Johor,89
12/9/2022,Johor,308
13/9/2022,Johor,261
14/9/2022,Johor,210
15/9/2022,Johor,315
16/9/2022,Johor,95
17/9/2022,Johor,50
18/9/2022,Johor,55
19/9/2022,Johor,225
20/9/2022,Johor,140
21/9/2022,Johor,217
22/9/2022,Johor,194
23/9/2022,Johor,96
24/9/2022,Johor,174
25/9/2022,Johor,276
26/9/2022,Johor,284
27/9/2022,Johor,308
28/9/2022,Johor,322
29/9/2022,Johor,210
30/9/2022,Johor,124
1/10/2022,Johor,152
2/10/2022,Johor,135
3/10/2022,Johor,146
4/10/2022,Johor,138
5/10/2022,Johor,129
6/10/2022,Johor,174
7/10/2022,Johor,129
8/10/2022,Johor,42
9/10/2022,Johor,67
10/10/2022,Johor,108
11/10/2022,Johor,140
12/10/2022,Johor,159
13/10/2022,Johor,173
14/10/2022,Johor,114
15/10/2022,Johor,93
16/10/2022,Johor,128
17/10/2022,Johor,157
18/10/2022,Johor,153
19/10/2022,Johor,170
20/10/2022,Johor,213
21/10/2022,Johor,57
22/10/2022,Johor,123
23/10/2022,Johor,77
24/10/2022,Johor,39
25/10/2022,Johor,125
26/10/2022,Johor,177
27/10/2022,Johor,139
28/10/2022,Johor,169
29/10/2022,Johor,377
30/10/2022,Johor,178
31/10/2022,Johor,178
1/11/2022,Johor,102
2/11/2022,Johor,117
3/11/2022,Johor,134
4/11/2022,Johor,55
5/11/2022,Johor,105
6/11/2022,Johor,108
7/11/2022,Johor,171
8/11/2022,Johor,281
9/11/2022,Johor,176
10/11/2022,Johor,250
11/11/2022,Johor,183
12/11/2022,Johor,161
13/11/2022,Johor,199
14/11/2022,Johor,299
15/11/2022,Johor,119
16/11/2022,Johor,127
17/11/2022,Johor,117
18/11/2022,Johor,82
19/11/2022,Johor,44
20/11/2022,Johor,53
21/11/2022,Johor,142
22/11/2022,Johor,220
23/11/2022,Johor,149
24/11/2022,Johor,164
25/11/2022,Johor,193
26/11/2022,Johor,125
27/11/2022,Johor,9
28/11/2022,Johor,78
29/11/2022,Johor,85
30/11/2022,Johor,119
1/12/2022,Johor,99
2/12/2022,Johor,23
3/12/2022,Johor,50
4/12/2022,Johor,106
5/12/2022,Johor,115
6/12/2022,Johor,82
7/12/2022,Johor,127
8/12/2022,Johor,117
9/12/2022,Johor,103
10/12/2022,Johor,76
11/12/2022,Johor,47
12/12/2022,Johor,75
13/12/2022,Johor,90
14/12/2022,Johor,264
15/12/2022,Johor,273
16/12/2022,Johor,106
17/12/2022,Johor,105
18/12/2022,Johor,102
19/12/2022,Johor,262
20/12/2022,Johor,112
21/12/2022,Johor,111
22/12/2022,Johor,104
23/12/2022,Johor,75
24/12/2022,Johor,34
25/12/2022,Johor,2
26/12/2022,Johor,43
27/12/2022,Johor,55
28/12/2022,Johor,71
29/12/2022,Johor,139
30/12/2022,Johor,22
31/12/2022,Johor,84
1/1/2023,Johor,21
2/1/2023,Johor,78
3/1/2023,Johor,65
4/1/2023,Johor,121
5/1/2023,Johor,114
6/1/2023,Johor,53
7/1/2023,Johor,42
8/1/2023,Johor,78
9/1/2023,Johor,86
10/1/2023,Johor,89
11/1/2023,Johor,116
12/1/2023,Johor,185
13/1/2023,Johor,42
14/1/2023,Johor,64
15/1/2023,Johor,64
16/1/2023,Johor,115
17/1/2023,Johor,142
18/1/2023,Johor,137
19/1/2023,Johor,171
20/1/2023,Johor,65
21/1/2023,Johor,6
22/1/2023,Johor,2
23/1/2023,Johor,3
24/1/2023,Johor,36
25/1/2023,Johor,88
26/1/2023,Johor,137
27/1/2023,Johor,34
28/1/2023,Johor,47
29/1/2023,Johor,124
30/1/2023,Johor,133
31/1/2023,Johor,140
1/2/2023,Johor,140
2/2/2023,Johor,153
3/2/2023,Johor,84
4/2/2023,Johor,40
5/2/2023,Johor,14
6/2/2023,Johor,75
7/2/2023,Johor,154
8/2/2023,Johor,95
9/2/2023,Johor,157
10/2/2023,Johor,49
11/2/2023,Johor,136
12/2/2023,Johor,71
13/2/2023,Johor,163
14/2/2023,Johor,134
15/2/2023,Johor,156
16/2/2023,Johor,163
17/2/2023,Johor,60
18/2/2023,Johor,100
19/2/2023,Johor,75
20/2/2023,Johor,101
21/2/2023,Johor,145
22/2/2023,Johor,135
23/2/2023,Johor,236
24/2/2023,Johor,35
25/2/2023,Johor,64
26/2/2023,Johor,95
27/2/2023,Johor,156
28/2/2023,Johor,110
1/3/2023,Johor,125
2/3/2023,Johor,163
3/3/2023,Johor,38
4/3/2023,Johor,40
5/3/2023,Johor,165
6/3/2023,Johor,200
7/3/2023,Johor,156
8/3/2023,Johor,320
9/3/2023,Johor,275
10/3/2023,Johor,60
11/3/2023,Johor,36
12/3/2023,Johor,130
13/3/2023,Johor,129
14/3/2023,Johor,140
15/3/2023,Johor,178
16/3/2023,Johor,269
17/3/2023,Johor,92
18/3/2023,Johor,120
19/3/2023,Johor,200
20/3/2023,Johor,215
21/3/2023,Johor,144
22/3/2023,Johor,207
23/3/2023,Johor,21
24/3/2023,Johor,35
25/3/2023,Johor,30
26/3/2023,Johor,37
27/3/2023,Johor,87
28/3/2023,Johor,77
29/3/2023,Johor,123
30/3/2023,Johor,168
31/3/2023,Johor,44
1/4/2023,Johor,50
2/4/2023,Johor,111
3/4/2023,Johor,129
4/4/2023,Johor,119
5/4/2023,Johor,168
6/4/2023,Johor,247
7/4/2023,Johor,148
8/4/2023,Johor,141
9/4/2023,Johor,120
10/4/2023,Johor,175
11/4/2023,Johor,205
12/4/2023,Johor,168
13/4/2023,Johor,203
14/4/2023,Johor,54
15/4/2023,Johor,104
16/4/2023,Johor,144
17/4/2023,Johor,102
18/4/2023,Johor,106
19/4/2023,Johor,80
20/4/2023,Johor,81
21/4/2023,Johor,7
22/4/2023,Johor,2
23/4/2023,Johor,0
24/4/2023,Johor,7
25/4/2023,Johor,32
26/4/2023,Johor,42
27/4/2023,Johor,82
28/4/2023,Johor,40
29/4/2023,Johor,28
30/4/2023,Johor,59
1/5/2023,Johor,11
2/5/2023,Johor,43
3/5/2023,Johor,80
4/5/2023,Johor,10
5/5/2023,Johor,48
6/5/2023,Johor,18
7/5/2023,Johor,61
8/5/2023,Johor,143
9/5/2023,Johor,92
10/5/2023,Johor,247
11/5/2023,Johor,342
12/5/2023,Johor,58
13/5/2023,Johor,36
14/5/2023,Johor,108
15/5/2023,Johor,219
16/5/2023,Johor,157
17/5/2023,Johor,134
18/5/2023,Johor,170
19/5/2023,Johor,31
20/5/2023,Johor,24
21/5/2023,Johor,74
22/5/2023,Johor,100
23/5/2023,Johor,143
24/5/2023,Johor,184
25/5/2023,Johor,252
26/5/2023,Johor,77
27/5/2023,Johor,26
28/5/2023,Johor,95
29/5/2023,Johor,101
30/5/2023,Johor,87
31/5/2023,Johor,139
1/6/2023,Johor,217
2/6/2023,Johor,16
3/6/2023,Johor,54
4/6/2023,Johor,151
5/6/2023,Johor,15
6/6/2023,Johor,294
7/6/2023,Johor,353
8/6/2023,Johor,316
9/6/2023,Johor,86
10/6/2023,Johor,283
11/6/2023,Johor,303
12/6/2023,Johor,91
13/6/2023,Johor,142
14/6/2023,Johor,144
15/6/2023,Johor,179
16/6/2023,Johor,71
17/6/2023,Johor,90
18/6/2023,Johor,131
19/6/2023,Johor,164
20/6/2023,Johor,207
21/6/2023,Johor,196
22/6/2023,Johor,267
23/6/2023,Johor,128
24/6/2023,Johor,111
25/6/2023,Johor,168
26/6/2023,Johor,114
27/6/2023,Johor,105
28/6/2023,Johor,93
29/6/2023,Johor,6
30/6/2023,Johor,14
1/7/2023,Johor,47
2/7/2023,Johor,63
3/7/2023,Johor,104
4/7/2023,Johor,90
5/7/2023,Johor,154
6/7/2023,Johor,245
7/7/2023,Johor,44
8/7/2023,Johor,124
9/7/2023,Johor,68
10/7/2023,Johor,141
11/7/2023,Johor,149
12/7/2023,Johor,191
13/7/2023,Johor,212
14/7/2023,Johor,44
15/7/2023,Johor,124
16/7/2023,Johor,84
17/7/2023,Johor,231
18/7/2023,Johor,114
19/7/2023,Johor,35
20/7/2023,Johor,152
21/7/2023,Johor,35
22/7/2023,Johor,110
23/7/2023,Johor,83
24/7/2023,Johor,68
25/7/2023,Johor,90
26/7/2023,Johor,133
27/7/2023,Johor,176
28/7/2023,Johor,38
29/7/2023,Johor,21
30/7/2023,Johor,67
31/7/2023,Johor,124
1/8/2023,Johor,98
2/8/2023,Johor,113
3/8/2023,Johor,206
4/8/2023,Johor,42
5/8/2023,Johor,90
6/8/2023,Johor,100
7/8/2023,Johor,111
8/8/2023,Johor,85
9/8/2023,Johor,144
10/8/2023,Johor,168
11/8/2023,Johor,63
12/8/2023,Johor,42
13/8/2023,Johor,135
14/8/2023,Johor,88
15/8/2023,Johor,107
16/8/2023,Johor,143
17/8/2023,Johor,204
18/8/2023,Johor,37
19/8/2023,Johor,93
20/8/2023,Johor,163
21/8/2023,Johor,146
22/8/2023,Johor,127
23/8/2023,Johor,83
24/8/2023,Johor,166
25/8/2023,Johor,68
26/8/2023,Johor,29
27/8/2023,Johor,85
28/8/2023,Johor,109
29/8/2023,Johor,101
30/8/2023,Johor,70
31/8/2023,Johor,7
1/9/2023,Johor,38
2/9/2023,Johor,145
3/9/2023,Johor,132
4/9/2023,Johor,112
5/9/2023,Johor,82
6/9/2023,Johor,125
7/9/2023,Johor,182
8/9/2023,Johor,53
9/9/2023,Johor,48
10/9/2023,Johor,81
11/9/2023,Johor,113
12/9/2023,Johor,106
13/9/2023,Johor,154
14/9/2023,Johor,158
15/9/2023,Johor,45
16/9/2023,Johor,39
17/9/2023,Johor,77
18/9/2023,Johor,109
19/9/2023,Johor,105
20/9/2023,Johor,125
21/9/2023,Johor,150
22/9/2023,Johor,38
23/9/2023,Johor,51
24/9/2023,Johor,107
25/9/2023,Johor,129
26/9/2023,Johor,110
27/9/2023,Johor,112
28/9/2023,Johor,10
29/9/2023,Johor,19
30/9/2023,Johor,54
1/10/2023,Johor,102
2/10/2023,Johor,86
3/10/2023,Johor,111
4/10/2023,Johor,131
5/10/2023,Johor,188
6/10/2023,Johor,60
7/10/2023,Johor,72
8/10/2023,Johor,85
9/10/2023,Johor,160
10/10/2023,Johor,130
11/10/2023,Johor,138
12/10/2023,Johor,204
13/10/2023,Johor,38
14/10/2023,Johor,81
15/10/2023,Johor,98
16/10/2023,Johor,136
17/10/2023,Johor,100
18/10/2023,Johor,138
19/10/2023,Johor,150
20/10/2023,Johor,35
21/10/2023,Johor,60
22/10/2023,Johor,97
23/10/2023,Johor,162
24/10/2023,Johor,112
25/10/2023,Johor,105
26/10/2023,Johor,146
27/10/2023,Johor,38
28/10/2023,Johor,29
29/10/2023,Johor,65
30/10/2023,Johor,91
31/10/2023,Johor,124
1/11/2023,Johor,120
2/11/2023,Johor,160
3/11/2023,Johor,75
4/11/2023,Johor,47
5/11/2023,Johor,123
6/11/2023,Johor,115
7/11/2023,Johor,134
8/11/2023,Johor,141
9/11/2023,Johor,170
10/11/2023,Johor,16
11/11/2023,Johor,28
12/11/2023,Johor,12
13/11/2023,Johor,63
14/11/2023,Johor,94
15/11/2023,Johor,121
16/11/2023,Johor,165
17/11/2023,Johor,156
18/11/2023,Johor,43
19/11/2023,Johor,105
20/11/2023,Johor,123
21/11/2023,Johor,110
22/11/2023,Johor,119
23/11/2023,Johor,156
24/11/2023,Johor,72
25/11/2023,Johor,149
26/11/2023,Johor,84
27/11/2023,Johor,122
28/11/2023,Johor,105
29/11/2023,Johor,166
30/11/2023,Johor,192
1/12/2023,Johor,41
2/12/2023,Johor,47
3/12/2023,Johor,122
4/12/2023,Johor,153
5/12/2023,Johor,129
6/12/2023,Johor,114
7/12/2023,Johor,226
8/12/2023,Johor,65
9/12/2023,Johor,108
10/12/2023,Johor,108
11/12/2023,Johor,129
12/12/2023,Johor,92
13/12/2023,Johor,96
14/12/2023,Johor,195
15/12/2023,Johor,63
16/12/2023,Johor,71
17/12/2023,Johor,54
18/12/2023,Johor,106
19/12/2023,Johor,117
20/12/2023,Johor,162
21/12/2023,Johor,159
22/12/2023,Johor,48
23/12/2023,Johor,40
24/12/2023,Johor,59
25/12/2023,Johor,27
26/12/2023,Johor,104
27/12/2023,Johor,133
28/12/2023,Johor,190
29/12/2023,Johor,79
30/12/2023,Johor,122
31/12/2023,Johor,172
1/1/2024,Johor,111
2/1/2024,Johor,79
3/1/2024,Johor,176
4/1/2024,Johor,122
5/1/2024,Johor,43
6/1/2024,Johor,45
7/1/2024,Johor,86
8/1/2024,Johor,143
9/1/2024,Johor,81
10/1/2024,Johor,87
11/1/2024,Johor,163
12/1/2024,Johor,63
13/1/2024,Johor,51
14/1/2024,Johor,94
15/1/2024,Johor,105
16/1/2024,Johor,88
17/1/2024,Johor,187
18/1/2024,Johor,156
19/1/2024,Johor,43
20/1/2024,Johor,60
21/1/2024,Johor,111
22/1/2024,Johor,96
23/1/2024,Johor,128
24/1/2024,Johor,131
25/1/2024,Johor,10
26/1/2024,Johor,47
27/1/2024,Johor,37
28/1/2024,Johor,67
29/1/2024,Johor,86
30/1/2024,Johor,86
31/1/2024,Johor,111
1/2/2024,Johor,167
2/2/2024,Johor,62
3/2/2024,Johor,52
4/2/2024,Johor,87
5/2/2024,Johor,129
6/2/2024,Johor,79
7/2/2024,Johor,135
8/2/2024,Johor,118
9/2/2024,Johor,18
10/2/2024,Johor,4
11/2/2024,Johor,5
12/2/2024,Johor,23
13/2/2024,Johor,46
14/2/2024,Johor,92
15/2/2024,Johor,84
16/2/2024,Johor,69
17/2/2024,Johor,47
18/2/2024,Johor,72
19/2/2024,Johor,109
20/2/2024,Johor,114
21/2/2024,Johor,140
22/2/2024,Johor,153
23/2/2024,Johor,28
24/2/2024,Johor,35
25/2/2024,Johor,122
26/2/2024,Johor,93
27/2/2024,Johor,182
28/2/2024,Johor,137
29/2/2024,Johor,91
1/3/2024,Johor,99
2/3/2024,Johor,33
3/3/2024,Johor,73
4/3/2024,Johor,86
5/3/2024,Johor,79
6/3/2024,Johor,150
7/3/2024,Johor,164
8/3/2024,Johor,45
9/3/2024,Johor,47
10/3/2024,Johor,101
11/3/2024,Johor,99
12/3/2024,Johor,4
13/3/2024,Johor,87
14/3/2024,Johor,146
15/3/2024,Johor,26
16/3/2024,Johor,10
17/3/2024,Johor,71
18/3/2024,Johor,64
19/3/2024,Johor,76
20/3/2024,Johor,104
21/3/2024,Johor,74
22/3/2024,Johor,18
23/3/2024,Johor,4
24/3/2024,Johor,38
25/3/2024,Johor,81
26/3/2024,Johor,56
27/3/2024,Johor,71
28/3/2024,Johor,61
29/3/2024,Johor,10
30/3/2024,Johor,8
31/3/2024,Johor,35
1/4/2024,Johor,83
2/4/2024,Johor,42
3/4/2024,Johor,84
4/4/2024,Johor,65
5/4/2024,Johor,14
6/4/2024,Johor,12
7/4/2024,Johor,23
8/4/2024,Johor,30
9/4/2024,Johor,6
10/4/2024,Johor,1
11/4/2024,Johor,0
12/4/2024,Johor,9
13/4/2024,Johor,4
14/4/2024,Johor,21
15/4/2024,Johor,110
16/4/2024,Johor,65
17/4/2024,Johor,107
18/4/2024,Johor,66
19/4/2024,Johor,14
20/4/2024,Johor,14
21/4/2024,Johor,59
22/4/2024,Johor,72
23/4/2024,Johor,72
24/4/2024,Johor,112
25/4/2024,Johor,149
26/4/2024,Johor,14
27/4/2024,Johor,63
28/4/2024,Johor,41
29/4/2024,Johor,120
30/4/2024,Johor,76
1/5/2024,Johor,8
2/5/2024,Johor,73
3/5/2024,Johor,16
4/5/2024,Johor,44
5/5/2024,Johor,49
6/5/2024,Johor,62
7/5/2024,Johor,129
8/5/2024,Johor,179
9/5/2024,Johor,140
10/5/2024,Johor,19
11/5/2024,Johor,56
12/5/2024,Johor,40
13/5/2024,Johor,125
14/5/2024,Johor,68
15/5/2024,Johor,142
16/5/2024,Johor,134
17/5/2024,Johor,25
18/5/2024,Johor,24
19/5/2024,Johor,51
20/5/2024,Johor,108
21/5/2024,Johor,120
22/5/2024,Johor,11
23/5/2024,Johor,109
24/5/2024,Johor,16
25/5/2024,Johor,45
26/5/2024,Johor,67
27/5/2024,Johor,110
28/5/2024,Johor,101
29/5/2024,Johor,116
30/5/2024,Johor,140
31/5/2024,Johor,60
1/6/2024,Johor,21
2/6/2024,Johor,61
3/6/2024,Johor,41
4/6/2024,Johor,103
5/6/2024,Johor,135
6/6/2024,Johor,143
7/6/2024,Johor,36
8/6/2024,Johor,24
9/6/2024,Johor,73
10/6/2024,Johor,113
11/6/2024,Johor,72
12/6/2024,Johor,128
13/6/2024,Johor,153
14/6/2024,Johor,27
15/6/2024,Johor,19
16/6/2024,Johor,22
17/6/2024,Johor,9
18/6/2024,Johor,55
19/6/2024,Johor,157
20/6/2024,Johor,103
21/6/2024,Johor,41
22/6/2024,Johor,14
23/6/2024,Johor,87
24/6/2024,Johor,126
25/6/2024,Johor,95
26/6/2024,Johor,132
27/6/2024,Johor,152
28/6/2024,Johor,37
29/6/2024,Johor,25
30/6/2024,Johor,92
1/7/2024,Johor,86
2/7/2024,Johor,157
3/7/2024,Johor,151
4/7/2024,Johor,106
5/7/2024,Johor,31
6/7/2024,Johor,71
7/7/2024,Johor,30
8/7/2024,Johor,74
9/7/2024,Johor,135
10/7/2024,Johor,174
11/7/2024,Johor,117
12/7/2024,Johor,48
13/7/2024,Johor,25
14/7/2024,Johor,71
15/7/2024,Johor,99
16/7/2024,Johor,82
17/7/2024,Johor,150
18/7/2024,Johor,148
19/7/2024,Johor,34
20/7/2024,Johor,56
21/7/2024,Johor,91
22/7/2024,Johor,114
23/7/2024,Johor,74
24/7/2024,Johor,127
25/7/2024,Johor,91
26/7/2024,Johor,54
27/7/2024,Johor,95
28/7/2024,Johor,72
29/7/2024,Johor,77
30/7/2024,Johor,70
31/7/2024,Johor,162
1/8/2024,Johor,115
2/8/2024,Johor,20
3/8/2024,Johor,158
4/8/2024,Johor,83
5/8/2024,Johor,98
6/8/2024,Johor,107
7/8/2024,Johor,192
8/8/2024,Johor,125
9/8/2024,Johor,25
10/8/2024,Johor,53
11/8/2024,Johor,23
12/8/2024,Johor,114
13/8/2024,Johor,109
14/8/2024,Johor,148
15/8/2024,Johor,157
16/8/2024,Johor,69
17/8/2024,Johor,114
18/8/2024,Johor,114
19/8/2024,Johor,106
20/8/2024,Johor,75
21/8/2024,Johor,190
22/8/2024,Johor,170
23/8/2024,Johor,35
24/8/2024,Johor,97
25/8/2024,Johor,74
26/8/2024,Johor,87
27/8/2024,Johor,108
28/8/2024,Johor,129
29/8/2024,Johor,151
30/8/2024,Johor,35
31/8/2024,Johor,35
1/9/2024,Johor,44
2/9/2024,Johor,93
3/9/2024,Johor,82
4/9/2024,Johor,125
5/9/2024,Johor,131
6/9/2024,Johor,65
7/9/2024,Johor,54
8/9/2024,Johor,54
9/9/2024,Johor,134
10/9/2024,Johor,67
11/9/2024,Johor,115
12/9/2024,Johor,135
13/9/2024,Johor,41
14/9/2024,Johor,45
15/9/2024,Johor,39
16/9/2024,Johor,42
17/9/2024,Johor,57
18/9/2024,Johor,131
19/9/2024,Johor,123
20/9/2024,Johor,32
21/9/2024,Johor,52
22/9/2024,Johor,95
23/9/2024,Johor,69
24/9/2024,Johor,68
25/9/2024,Johor,166
26/9/2024,Johor,160
27/9/2024,Johor,27
28/9/2024,Johor,19
29/9/2024,Johor,71
30/9/2024,Johor,83
1/10/2024,Johor,140
2/10/2024,Johor,153
3/10/2024,Johor,161
4/10/2024,Johor,49
5/10/2024,Johor,25
6/10/2024,Johor,37
7/10/2024,Johor,200
8/10/2024,Johor,114
9/10/2024,Johor,152
10/10/2024,Johor,205
11/10/2024,Johor,47
12/10/2024,Johor,68
13/10/2024,Johor,78
14/10/2024,Johor,116
15/10/2024,Johor,132
16/10/2024,Johor,162
17/10/2024,Johor,182
18/10/2024,Johor,84
19/10/2024,Johor,42
20/10/2024,Johor,101
21/10/2024,Johor,90
22/10/2024,Johor,150
23/10/2024,Johor,174
24/10/2024,Johor,207
25/10/2024,Johor,51
26/10/2024,Johor,35
27/10/2024,Johor,92
28/10/2024,Johor,108
29/10/2024,Johor,103
30/10/2024,Johor,103
31/10/2024,Johor,20
1/11/2024,Johor,51
2/11/2024,Johor,41
3/11/2024,Johor,109
4/11/2024,Johor,169
5/11/2024,Johor,94
6/11/2024,Johor,157
7/11/2024,Johor,182
8/11/2024,Johor,91
9/11/2024,Johor,37
10/11/2024,Johor,107
11/11/2024,Johor,110
12/11/2024,Johor,138
13/11/2024,Johor,100
14/11/2024,Johor,216
15/11/2024,Johor,68
16/11/2024,Johor,96
17/11/2024,Johor,97
18/11/2024,Johor,170
19/11/2024,Johor,123
20/11/2024,Johor,158
21/11/2024,Johor,171
22/11/2024,Johor,67
23/11/2024,Johor,56
24/11/2024,Johor,90
25/11/2024,Johor,89
26/11/2024,Johor,108
27/11/2024,Johor,240
28/11/2024,Johor,163
29/11/2024,Johor,55
30/11/2024,Johor,67
1/12/2024,Johor,109
2/12/2024,Johor,162
3/12/2024,Johor,127
4/12/2024,Johor,217
5/12/2024,Johor,199
6/12/2024,Johor,47
7/12/2024,Johor,68
8/12/2024,Johor,89
9/12/2024,Johor,106
10/12/2024,Johor,124
11/12/2024,Johor,178
12/12/2024,Johor,139
13/12/2024,Johor,75
14/12/2024,Johor,113
15/12/2024,Johor,132
16/12/2024,Johor,140
17/12/2024,Johor,122
18/12/2024,Johor,158
19/12/2024,Johor,130
20/12/2024,Johor,55
21/12/2024,Johor,16
22/12/2024,Johor,83
23/12/2024,Johor,116
24/12/2024,Johor,94
25/12/2024,Johor,36
26/12/2024,Johor,115
27/12/2024,Johor,54
28/12/2024,Johor,74
29/12/2024,Johor,68
30/12/2024,Johor,135
31/12/2024,Johor,127
1/1/2025,Johor,102
2/1/2025,Johor,112
3/1/2025,Johor,69
4/1/2025,Johor,21
5/1/2025,Johor,33
6/1/2025,Johor,64
7/1/2025,Johor,64
8/1/2025,Johor,119
9/1/2025,Johor,113
10/1/2025,Johor,113
11/1/2025,Johor,24
12/1/2025,Johor,24
13/1/2025,Johor,96
14/1/2025,Johor,94
15/1/2025,Johor,134
16/1/2025,Johor,106
17/1/2025,Johor,77
18/1/2025,Johor,48
19/1/2025,Johor,33
20/1/2025,Johor,103
21/1/2025,Johor,95
22/1/2025,Johor,129
23/1/2025,Johor,100
24/1/2025,Johor,61
25/1/2025,Johor,58
26/1/2025,Johor,67
27/1/2025,Johor,70
28/1/2025,Johor,43
29/1/2025,Johor,1
30/1/2025,Johor,3
31/1/2025,Johor,18
1/2/2025,Johor,17
2/2/2025,Johor,23
3/2/2025,Johor,65
4/2/2025,Johor,80
5/2/2025,Johor,144
6/2/2025,Johor,140
7/2/2025,Johor,63
8/2/2025,Johor,41
9/2/2025,Johor,32
10/2/2025,Johor,46
11/2/2025,Johor,22
12/2/2025,Johor,129
13/2/2025,Johor,81
14/2/2025,Johor,67
15/2/2025,Johor,25
16/2/2025,Johor,57
17/2/2025,Johor,144
18/2/2025,Johor,128
19/2/2025,Johor,174
20/2/2025,Johor,114
21/2/2025,Johor,69
22/2/2025,Johor,71
23/2/2025,Johor,95
24/2/2025,Johor,69
25/2/2025,Johor,171
26/2/2025,Johor,172
27/2/2025,Johor,104
28/2/2025,Johor,69
1/3/2025,Johor,33
2/3/2025,Johor,13
3/3/2025,Johor,22
4/3/2025,Johor,85
5/3/2025,Johor,119
